id,name,government,description,image_url
COL-00147,Thebes,Luxor,"Throne of God Amun
The astounding number of well-preserved monuments of the city of Luxor makes it one of the world’s most important archeological sites. Its ancient Egyptian name was “Waset”, but it is better known today by what the ancient Greeks called it: Thebes, or the Thousand-gated Thebes. The modern name “Luxor”, is derived from what the Arabs called it in 641 AD, “al-Aqsur” (the palaces), when they stood in awe of the city’s ancient temples believing they were palaces.
 Already during the Old Kingdom (c. 2686 - 2181 BC), “Waset” was the capital of the 4th Upper Egyptian nome (administrative unit equivalent to a governorate). King Mentuhotep II (c.2055–2004 BC) founder of the 11th Dynasty succeeded in reunifying Egypt after a period of turbulence, and he made Thebes the capital of the country, and it remained so until the reign of the first king of the 12th Dynasty, Amenemhat I (c.1985–1955 BC). Waset was the main center for the worship of the god Amun-Ra. The temple of Karnak became the seat of his throne on earth, and even with the transfer of the capital to Ithet-Tawy (near al-Lisht, between the Faiyum and Memphis) during the 12th Dynasty, Waset retained its great religious status as the center of the worship of Amun-Ra, the king of the gods. Thebes was inscribed by the UNESCO as part of a World Heritage Site in 1979.
Capital of the Empire
Towards the end of the Second Intermediate Period (c.1650 - 1550 BC), when the Hyksos were in control of the Delta, Thebes led the armed struggle against them until its kings were able to liberate the country. During the 18th Dynasty (c.1550 - 1295 BC), Egypt formed a vast empire with Thebes as its capital city.
This new political situation led to an influx of wealth into Egypt from foreign countries. Because of its preeminent position as the seat of the ruling king and the cult center of Amun-Re, Thebes received the largest share of this wealth. It became one of the biggest Egyptian cities, stretching for 4 kilometers in length on the eastern bank of the Nile. The city’s neighborhoods surrounded Luxor Temple in the south and the temples of Karnak in the north.
The hills of the west bank became the last resting place of the city’s inhabitants. Hundreds of tombs of the Theban nobility are spread over several sites such as Sheikh ‘Abd al-Qurna, while the royal tombs are located further west, in the Valley of the Kings. The village of the workmen and artists who made these tombs lay near-by, at Deir al-Medina. Although Thebes lost some of its prestige with the onset of the Late Period (664 - 332 BC) as a result of the capital being moved to the Delta, it still maintained its spiritual aura until the end of the Roman period, in the late 4th century AD.","https://egymonuments.gov.eg/media/6754/1612173757133edit.jpg?center=0.48979591836734693,0.55203619909502266&mode=crop&width=645&height=423&rnd=134158015250000000"
COL-00148,Thonis-Herakleion Stela,Alexandria,"Containing a hieroglyphic text, this stela is a memorial dedicated to documenting the first year of the reign of King Nectanebo I, one of the most prominent kings of the Thirtieth Dynasty, which represents the last local Egyptian dynasty before the Second Persian Conquest. The stela is a relic of the Naucratis Stela, indicating parallel administrative or religious relations between the two coastal cities. This stela provides a precise chronological reference to the beginning of Nectanebo I's reign. The stela is a vivid testimony to the religious and administrative activity of Thonis-Herakleion, which was an international port and a thriving commercial and religious center until it was submerged.
Historical period: Thirtieth Dynasty - First year of the reign of King Nectanebo I, around 380 BC
Material: Black granite
Dimensions: Length 195 cm - Width 88 cm - Thickness 34 cm - Approximate weight: 1.664 tons.
Original location: The sunken city of Thonis-Herakleion, located in the Abu Qir region - northern Egypt, near the mouth of the Canopic branch of the Nile","https://egymonuments.gov.eg/media/8908/picture4.jpg?center=0.368,0.47747747747747749&mode=crop&width=645&height=423&rnd=133999074210000000"
COL-00149,Three monumental keys of Monasteries,Cairo,"Three monumental keys of monastries from sohag. Two of them are decorated like a Corinthian column capital and the third is decorated with a cross.
Medium: Iron, Bronze and Copper.
Provenance: Sohag.
12th - 13th Centuries A.D.
","https://egymonuments.gov.eg/media/6060/g75a3364.jpg?center=0.51724137931034486,0.74590163934426235&mode=crop&width=645&height=423&rnd=134206405890000000"
COL-00150,Tonneau Carriage,Cairo,"Tonneau Carriage for driving His Highness Prince Farouk, Prince of Upper Egypt, 1922-1936.","https://egymonuments.gov.eg/media/1853/5.jpg?center=0.39892183288409705,0.45698924731182794&mode=crop&width=645&height=423&rnd=132581519670000000"
COL-00151,Two Door Shutters,Kafr El Sheikh,"Two wooden door shutters inlayed with Ivory and mother of pearl. It is decorated with geometric designs and stars. The borders of the doors are framed with simple floral branches. It has a wooden lock on which is inscribed “support from Allah, and imminent victory. Give good tidings to the believers... (made by ) the Faqir (poor) Ibrahim”. This kind of inlayed decoration spread throughout Egypt during the Mamluk Bahari and Circassian periods (14-15 c AD/ 8-9 c AH). It remained in use until the Ottoman period.
Date: Ottoman Period- 10th c. AH/ 16th c. AD.
Medium: Wood, Ivory and mother of pearl
Provenance : Egypt","https://egymonuments.gov.eg/media/6337/whatsapp-image-2020-10-27-at-31218-pm-2.jpeg?center=0.23456790123456789,0.42622950819672129&mode=crop&width=645&height=423&rnd=134200346290000000"
COL-00152,Wedjat Eye Amulet,Alexandria,"A small, eye-shaped piece (August) with a perforated side hole and hollow inside..
Date: 4°- 2° cent. B.C (-325/-150)
Medium: Gold
Provenance: Heracleion",https://egymonuments.gov.eg/media/8838/%D8%AA%D9%85%D9%8A%D9%85%D8%A9-%D8%B9%D9%8A%D9%86-%D8%A3%D9%88%D8%AC%D8%B4%D8%AA.jpg?anchor=center&mode=crop&width=645&height=423&rnd=133989620280000000
COL-00153,Wife of Nakhtmin,South Sinai,"One of the most elegantly sculptured women figures from ancient Egypt, wearing a transparent garment of fine, pleated linen and a wig with a band of petals with a blooming lotus flower in the center. In her left  hand she holds a menat necklace, which is associated with the goddess Hathor. On the back in Hieroglyphs the titles of her husband General Nakhtmin are engraved as it was originally a statue of the couple.
New Kingdom, 18th Dynasty (c.1550–1295 BC)
Provenance: Luxor, Sheikh ‘Abd al-Qurna
Medium:Limestone","https://egymonuments.gov.eg/media/6363/picture3.jpg?center=0.25190839694656486,0.47560975609756095&mode=crop&width=645&height=423&rnd=134188227800000000"
COL-00154,Winged Isis Statue,Cairo,"A statue of the winged goddess Isis in the shape of a woman whose head is crowned with the Hathoric crown (the sun disk between the cow horns), on a base of uraei. In the ancient Egyptian religious belief, Isis, along with her sister Nephthys, transformed into kites while searching for the body of her deceased husband Osiris. It was also in this form that they brought him back to life. For this reason, Isis was revered as a protector of the dead in her winged form that can be seen here.
Graeco-Roman Period (332 BC–395 AD).
Medium: Bronze.
Provenance: unknown.
","https://egymonuments.gov.eg/media/6591/%D8%AA%D9%85%D8%AB%D8%A7%D9%84-%D8%A7%D9%8A%D8%B2%D9%8A%D8%B3-%D8%A7%D9%84%D9%85%D8%AC%D9%86%D8%AD-%D8%B9%D8%B5%D8%B1-%D9%8A%D9%88%D9%86%D8%A7%D9%86%D9%8A-%D8%B1%D9%88%D9%85%D8%A7%D9%86%D9%8A-copy.jpg?crop=0,0.13574905354245537,0,0&cropmode=percentage&width=645&height=423&rnd=134163980530000000"
COL-00155,pot bottom,Cairo,"bottom of an enameled pottery vessel is decorated with the inside of the polo Sticks blazon, which symbolizes the sport of polo which the Mamluks were interested in .
This blazon appears on many Islamic artifacts, and the blazon is emblem symbolizes to specific Job. polo Sticks blazon symbolizes to” Jokandar” Job, who is the bearer of polo sticks for the Sultan while practicing polo. Sultan al-Nasir Muhammad ibn Qalawun was the most interested in this sport during the Mamluk era.
Date: 9th century AH / 15th century AD ( Mamluk Era)
Medium: enamelled pottery.
Provenance: Egypt",https://egymonuments.gov.eg/media/7729/%D8%A7%D9%84%D8%AC%D9%88%D9%83%D9%86%D8%AF%D8%A7%D8%B1.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132856223220000000
COL-00156,square block,Matrouh,A square-shaped block featuring a raised relief of an equal-armed cross adorned with four letters on its arms. The surface is covered with a layer of rust,"https://egymonuments.gov.eg/media/8842/picture3.jpg?crop=0.14185442549308619,0.04829086825296551,0.17905523969958625,0.15996350108794871&cropmode=percentage&width=645&height=423&rnd=133987000900000000"
COL-00157,statue of cat,Matrouh,"statue of cat, thought to represent the goddess Bastet; the back part is missing, with surface erosion, one of the feet missing, holes on the body, and hollow interior. Exhibits rust and marine encrustation.
material: Bronze
dimensions: H 18 cm
provenance: Heracleion","https://egymonuments.gov.eg/media/8909/picture8.jpg?center=0.47619047619047616,0.45535714285714285&mode=crop&width=645&height=423&rnd=133993854020000000"
COL-00158,statue of ptolemaic queen in Isis attire,Alexandria,"statue of a Ptolemaic queen in Isis attire 
this statue salvaged from the water of Abu Qir i 1989 , represents a deified Ptolemaic queen in Egyptian style and Isis attire , a recurring royal Ptolemaic tradition at least since Ptolemy II . she is dressed in a short - sleeved tunic and fringed mantle , whose ends are wrapped in the form of the traditional Isis knot between the breasts , and a sandal on her feet . in her right hand , she holds the life ( ANKH ) sign and in her left hand , the cornucopia full of grapes and fruits , symbolizing fertility and abundance , since Isis was associated with the Nile flood and the fertility of the land . 
Date: Ptolemaic period ( 1B.C )
SOURCE: Abu Qir - Alexandria 
Material: Black Basalt","https://egymonuments.gov.eg/media/8923/picture6.jpg?center=0.336,0.49549549549549549&mode=crop&width=645&height=423&rnd=133999091690000000"
COL-00159,statue of the goddess Isis,Matrouh,"Seated statue of the goddess Isis nursing Harpocrates – Harpocrates missing head and feet, Isis missing feet; surface covered with a layer of rust.
material: Bronze
dimensions: H 9.7 W 3.2
provenance: Heracleion",https://egymonuments.gov.eg/media/8911/picture10.jpg?anchor=center&mode=crop&width=645&height=423&rnd=133993948620000000
